source_ensembl	source	target_ensembl	target	ratio
ENSG00000174917	MICOS13	ENSG00000177410	ZFAS1	3.78125
ENSG00000171368	TPPP	ENSG00000177410	ZFAS1	3.78125
ENSG00000164076	CAMKV	ENSG00000244274	DBNDD2	3.75
ENSG00000105402	NAPA	ENSG00000187672	ERC2	3.75
ENSG00000177410	ZFAS1	ENSG00000099341	PSMD8	3.75
ENSG00000134243	SORT1	ENSG00000184524	CEND1	3.70703125
ENSG00000134308	YWHAQ	ENSG00000170759	KIF5B	3.69822485207101
ENSG00000247556	OIP5-AS1	ENSG00000170759	KIF5B	3.69822485207101
ENSG00000120265	PCMT1	ENSG00000170759	KIF5B	3.69822485207101
ENSG00000133142	TCEAL4	ENSG00000132670	PTPRA	3.69230769230769
ENSG00000105409	ATP1A3	ENSG00000170759	KIF5B	3.69230769230769
ENSG00000070756	PABPC1	ENSG00000196465	MYL6B	3.69230769230769
ENSG00000124140	SLC12A5	ENSG00000075142	SRI	3.69230769230769
ENSG00000058668	ATP2B4	ENSG00000170759	KIF5B	3.69230769230769
ENSG00000180879	SSR4	ENSG00000170759	KIF5B	3.69230769230769
ENSG00000177410	ZFAS1	ENSG00000078053	AMPH	3.68229166666667
ENSG00000141759	TXNL4A	ENSG00000035862	TIMP2	3.65625
ENSG00000164402	SEPTIN8	ENSG00000177410	ZFAS1	3.65625
ENSG00000136930	PSMB7	ENSG00000070831	CDC42	3.65
ENSG00000241837	ATP5PO	ENSG00000177410	ZFAS1	3.6125
ENSG00000184524	CEND1	ENSG00000164402	SEPTIN8	3.609375
ENSG00000183172	SMDT1	ENSG00000121753	ADGRB2	3.609375
ENSG00000084234	APLP2	ENSG00000170759	KIF5B	3.60576923076923
ENSG00000058668	ATP2B4	ENSG00000115762	PLEKHB2	3.60576923076923
ENSG00000231500	RPS18	ENSG00000170759	KIF5B	3.6
ENSG00000079215	SLC1A3	ENSG00000170759	KIF5B	3.58974358974359
ENSG00000070756	PABPC1	ENSG00000169714	CNBP	3.58579881656805
ENSG00000078902	TOLLIP	ENSG00000187672	ERC2	3.58072916666667
ENSG00000087191	PSMC5	ENSG00000006125	AP2B1	3.55882352941176
ENSG00000007237	GAS7	ENSG00000244274	DBNDD2	3.55113636363636
ENSG00000177410	ZFAS1	ENSG00000121753	ADGRB2	3.55078125
ENSG00000237949	LINC00844	ENSG00000100764	PSMC1	3.55078125
ENSG00000084731	KIF3C	ENSG00000148180	GSN	3.54166666666667
ENSG00000105404	RABAC1	ENSG00000187672	ERC2	3.54166666666667
ENSG00000177410	ZFAS1	ENSG00000023287	RB1CC1	3.54166666666667
ENSG00000197043	ANXA6	ENSG00000165916	PSMC3	3.54166666666667
ENSG00000099341	PSMD8	ENSG00000242808	SOX2-OT	3.54166666666667
ENSG00000243678	NME2	ENSG00000170759	KIF5B	3.53146853146853
ENSG00000181163	NPM1	ENSG00000170759	KIF5B	3.53146853146853
ENSG00000124140	SLC12A5	ENSG00000170759	KIF5B	3.53146853146853
ENSG00000127824	TUBA4A	ENSG00000183172	SMDT1	3.52083333333333
ENSG00000105404	RABAC1	ENSG00000117592	PRDX6	3.515625
ENSG00000234745	HLA-B	ENSG00000106211	HSPB1	3.50961538461539
ENSG00000126247	CAPNS1	ENSG00000177410	ZFAS1	3.50694444444444
ENSG00000183172	SMDT1	ENSG00000130638	ATXN10	3.50694444444444
ENSG00000187672	ERC2	ENSG00000132963	POMP	3.50694444444444
ENSG00000152234	ATP5F1A	ENSG00000177410	ZFAS1	3.5
ENSG00000184524	CEND1	ENSG00000117419	ERI3	3.5
ENSG00000204843	DCTN1	ENSG00000170759	KIF5B	3.4965034965035
ENSG00000075785	RAB7A	ENSG00000170759	KIF5B	3.4965034965035
ENSG00000174886	NDUFA11	ENSG00000105404	RABAC1	3.49506578947368
ENSG00000116161	CACYBP	ENSG00000170759	KIF5B	3.48717948717949
ENSG00000196465	MYL6B	ENSG00000234745	HLA-B	3.48717948717949
ENSG00000182667	NTM	ENSG00000139168	ZCRB1	3.48717948717949
ENSG00000139168	ZCRB1	ENSG00000196937	FAM3C	3.48717948717949
