GENE             CHR      START       STOP   NSNPS  NPARAM     N        ZSTAT            P
ENSG00000198912    1    3795689    3851857      46       3  5744     -0.45236       0.6745
ENSG00000233304    1    3965546    4025322      89      15  5744     -0.88576      0.81213
ENSG00000226374    1    3994607    4044084     115      15  5744      0.15411      0.43876
ENSG00000284668    1    4001193    4082764     129      16  5744      0.20833      0.41749
ENSG00000284703    1    4062981    4114568      12       4  5744     -0.61802      0.73172
ENSG00000235054    1    4437087    4494749     224      19  5744     -0.34963      0.63669
ENSG00000232596    1    4596541    4664076     285      26  5744     -0.98113      0.83673
ENSG00000196581    1    4679669    4862594     499      69  5744       1.3004     0.096729
ENSG00000287586    1    4780271    4830052     164      26  5744      0.28392      0.38823
ENSG00000284739    1    5014014    5068358     136      21  5744     -0.42781      0.66561
ENSG00000231510    1    5136519    5185959     106      14  5744       -1.661      0.95164
ENSG00000284616    1    5351988    5402454     174      14  5744      0.56408      0.28635
ENSG00000284692    1    5528796    5588117     113      14  5744      0.22156      0.41233
ENSG00000236948    1    5611769    5763355     379      49  5744     -0.12705      0.55055
ENSG00000131697    1    5912871    6087533     360      14  5744        2.034     0.020975
ENSG00000069424    1    6015987    6171253     265      25  5744       1.4919     0.067858
ENSG00000116254    1    6151847    6275381     219      25  5744      0.22069      0.41267
ENSG00000158286    1    6230535    6291359      29       4  5744       1.9371     0.026368
ENSG00000116251    1    6235080    6304449      35       5  5744        1.939     0.026252
ENSG00000226944    1    6254900    6300840      32       4  5744       1.9583     0.025098
ENSG00000225077    1    6259752    6309504      39       6  5744       1.8536     0.031899
ENSG00000116237    1    6271253    6331032      65       7  5744       1.1207      0.13121
ENSG00000158292    1    6297413    6356158      71       8  5744     -0.99536      0.84022
ENSG00000097021    1    6314329    6489451     191      11  5744       0.3902       0.3482
ENSG00000271746    1    6418615    6464451      50       4  5744      0.51978      0.30161
ENSG00000187017    1    6449836    6531427      89       6  5744      0.67967      0.24836
ENSG00000069812    1    6462478    6519730      55       5  5744      0.90375      0.18307
ENSG00000215788    1    6510846    6561255      47       6  5744      -1.5158      0.93521
ENSG00000171680    1    6516152    6615121     183       9  5744      -2.4626       0.9931
ENSG00000162408    1    6571407    6649573     152       4  5744      -1.4718      0.92946
ENSG00000173662    1    6580367    6649815     128       4  5744      -1.3953      0.91854
ENSG00000204859    1    6605054    6659340      79       6  5744      -1.4943      0.93244
ENSG00000116273    1    6638791    6694090      59       6  5744      -1.6076      0.94603
ENSG00000162413    1    6640784    6709667      82       8  5744      -1.0952      0.86329
ENSG00000041988    1    6649926    6705646      72       7  5744      -1.2019       0.8853
ENSG00000007923    1    6684228    6796984     182      11  5744     -0.89545      0.81473
ENSG00000228750    1    6749697    6800072      88       8  5744     -0.83533      0.79823
ENSG00000284744    1    6793014    6840098     105       9  5744      0.98308      0.16278
ENSG00000171735    1    6810514    7839766    1904     146  5744       1.0432      0.14842
ENSG00000237436    1    6833952    6879903      61       7  5744       1.0803         0.14
ENSG00000237365    1    7058436    7109339     143      17  5744      0.28438      0.38806
ENSG00000237402    1    7394003    7440331     102      10  5744  -0.00052701      0.50021
ENSG00000237728    1    7432548    7484814     108      11  5744     -0.15493      0.56156
ENSG00000225126    1    7491156    7536614     124      20  5744       2.6083    0.0045496
ENSG00000270171    1    7743184    7789904      85      10  5744     -0.24786      0.59788
ENSG00000270035    1    7748363    7793932      82      10  5744     -0.29478      0.61592
ENSG00000269978    1    7750764    7796030      78      11  5744     0.052852      0.47893
ENSG00000049245    1    7796356    7851492     106      17  5744       1.0488      0.14714
ENSG00000269925    1    7801443    7846835      76      14  5744        1.039      0.14939
ENSG00000049246    1    7809380    7915237     277      21  5744        1.505     0.066164
ENSG00000236266    1    7860302    7922402     201      25  5744       1.3061     0.095756
ENSG00000049247    1    7893143    7948572     180      22  5744      0.24357      0.40378
ENSG00000049249    1    7965954    8038225     107      13  5744     -0.92806      0.82331
ENSG00000116288    1    7979351    8055565     103      12  5744      -1.1503        0.875
ENSG00000284747    1    8016194    8075372      67       6  5744      -1.6068      0.94595
ENSG00000284716    1    8048247    8094994      42       5  5744     -0.89441      0.81445
ENSG00000238290    1    8051798    8192762     214      13  5744     -0.25581      0.60095
ENSG00000116285    1    8054464    8121369      64       6  5744     -0.64357      0.74007
ENSG00000227634    1    8226578    8285270     107       9  5744      -1.1559      0.87615
ENSG00000162426    1    8342886    8414227      68       8  5744       2.1888     0.014304
ENSG00000142599    1    8402457    8943980     540      15  5744       2.1671     0.015115
ENSG00000232912    1    8449705    8505073      57       5  5744        1.275      0.10116
ENSG00000228423    1    8855919    8902110      55       6  5744       1.5369     0.062155
ENSG00000230679    1    8903894    8949953      65       6  5744       1.0965      0.13643
ENSG00000074800    1    8911059    8974249      96      10  5744      0.85567      0.19609
ENSG00000131686    1    8970926    9045151     185      32  5744       1.4041     0.080151
ENSG00000197241    1    9053359    9121404     154      22  5744      0.35513      0.36125
ENSG00000142583    1    9085165    9183537     242      23  5744     -0.19861      0.57871
ENSG00000180758    1    9150364    9224161     134      15  5744     -0.17557      0.56969
ENSG00000228526    1    9198070    9293965     204      20  5744      -1.0852      0.86109
ENSG00000234546    1    9207063    9266343     105      15  5744     -0.93411      0.82488
ENSG00000049239    1    9259834    9341396     209      21  5744      0.47316      0.31805
ENSG00000171621    1    9317953    9439591     323      46  5744      0.46849      0.31972
ENSG00000284652    1    9471157    9517921     122      15  5744      0.59484      0.27597
ENSG00000284693    1    9475153    9535623     148      20  5744      0.33881      0.36738
ENSG00000171612    1    9564524    9655231      50       3  5744       1.1138      0.13269
ENSG00000188807    1    9613969    9684935      51       3  5744      0.98857      0.16144
ENSG00000171608    1    9676789    9799172     125      18  5744       1.1894      0.11713
ENSG00000231789    1    9722484    9782613      29       6  5744       1.5987     0.054945
ENSG00000171603    1    9779084    9919584     106       8  5744       1.0782      0.14047
ENSG00000223989    1    9873376    9920212      46       8  5744      0.44307      0.32886
ENSG00000178585    1    9898334   10005394      84      10  5744      0.19472      0.42281
ENSG00000285701    1    9925672    9978092      23       2  5744     0.058991      0.47648
ENSG00000228150    1    9967981   10020032      55       6  5744      0.88798      0.18728
ENSG00000173614    1    9968486   10055559      82       7  5744       1.4453     0.074185
ENSG00000162441    1    9972171   10038465      68       6  5744       1.4035      0.08024
ENSG00000162444    1   10022264   10086079      46       4  5744       1.5762     0.057491
ENSG00000130939    1   10057890   10251297     128      14  5744      0.56127      0.28731
ENSG00000054523    1   10235863   10451661     331       9  5744      0.60848      0.27143
ENSG00000284642    1   10420473   10467489      79       5  5744       1.2916      0.09825
ENSG00000142657    1   10423649   10490568     125       9  5744       1.3893     0.082364
ENSG00000284735    1   10431964   10482207      82       6  5744       1.2915     0.098272
ENSG00000175279    1   10455490   10512865     108      10  5744       1.5992     0.054883
ENSG00000241563    1   10474776   10521959      83       7  5744       1.6645     0.048003
ENSG00000271989    1   10479938   10525734      86       7  5744       1.6784     0.046631
ENSG00000203469    1   10483612   10529395      84       6  5744       1.6203     0.052582
ENSG00000142655    1   10497345   10700815     341      21  5744       2.2784     0.011352
ENSG00000160049    1   10506579   10567586     101       8  5744       1.5328     0.062664
ENSG00000287727    1   10662279   10711509      47       6  5744       1.1463      0.12584
ENSG00000272078    1   10664298   10724390      62       7  5744       1.1778      0.11944
ENSG00000130940    1   10686661   10891707     265      47  5744       1.4925     0.067786
ENSG00000175262    1   10996528   11077094     139      15  5744      -1.1055      0.86553
ENSG00000120948    1   11037401   11096477      91       8  5744      -1.0322      0.84902
ENSG00000271895    1   11054716   11100585      63       5  5744     -0.57866      0.71859
ENSG00000009724    1   11076580   11142296     104       6  5744      -2.3375      0.99029
ENSG00000226849    1   11093528   11143154      84       5  5744      -2.0891      0.98165
ENSG00000116649    1   11104641   11155077      73       4  5744      -1.7008      0.95551
ENSG00000171824    1   11116675   11194926      82       4  5744      -1.0968      0.86364
ENSG00000230337    1   11124732   11172157      56       3  5744      -1.4009      0.91938
ENSG00000198793    1   11156592   11357608     140       4  5744     -0.88555      0.81207
ENSG00000225602    1   11168955   11219594      39       3  5744     -0.48671      0.68677
ENSG00000171819    1   11214412   11266038      20       2  5744      -0.7162      0.76307
ENSG00000120942    1   11298263   11366106      39       1  5744      -1.1845       0.8819
ENSG00000284646    1   11361791   11414150      52       3  5744      0.20579      0.41848
ENSG00000204624    1   11504212   11607608     205      14  5744     -0.39463      0.65344
ENSG00000285833    1   11550860   11597073      97       8  5744     -0.65027      0.74224
ENSG00000284708    1   11648615   11713473     130      11  5744       1.1752      0.11995
ENSG00000132879    1   11679432   11733384      56       8  5744      0.64446      0.25964
ENSG00000116661    1   11687075   11750842      52       9  5744       0.1543      0.43869
ENSG00000116663    1   11689257   11744411      50       8  5744      0.17811      0.42932
ENSG00000162490    1   11716767   11795914      63      11  5744      0.57439      0.28285
ENSG00000116670    1   11724537   11786707      58      10  5744      0.68481      0.24673
ENSG00000177674    1   11761141   11824859      95      17  5744     -0.14449      0.55744
ENSG00000215910    1   11786844   11859642     191      18  5744     -0.60053      0.72592
ENSG00000177553    1   11827134   11874676     174      11  5744     -0.30818      0.62103
ENSG00000011021    1   11831153   11918136     286      15  5744     -0.40433      0.65701
ENSG00000177000    1   11835780   11901977     212      14  5744      -0.2182      0.58636
ENSG00000175206    1   11895766   11943402     151      20  5744     -0.53103       0.7023
ENSG00000120937    1   11907521   11954002     140      15  5744      -1.1279      0.87033
ENSG00000285646    1   11932997   11984355     161      11  5744     -0.68904       0.7546
ENSG00000083444    1   11959262   12045595     168      15  5744     -0.50943      0.69478
ENSG00000116685    1   11969648   12021485     103      13  5744     -0.60165       0.7263
ENSG00000116688    1   12005238   12083571     132      13  5744      -0.2108      0.58348
ENSG00000287384    1   12029590   12075184      81       7  5744     -0.11961       0.5476
ENSG00000116691    1   12044523   12102102      84      10  5744      -0.2239      0.58858
ENSG00000120949    1   12088360   12214264     160      30  5744     -0.45622      0.67589
ENSG00000285604    1   12138498   12187321      59       9  5744      -0.3103      0.62183
ENSG00000028137    1   12192048   12279285     131      17  5744     -0.71931      0.76402
ENSG00000048707    1   12255087   12582099     101       9  5744       1.1352      0.12815
ENSG00000162496    1   12617939   12713216     207      30  5744     -0.56273      0.71319
ENSG00000272482    1   12668906   12714250      83      15  5744      -1.0354      0.84976
ENSG00000204518    1   12669566   12737097     116      14  5744      -1.1039      0.86518
ENSG00000188984    1   12741113   12798727     118      12  5744      -1.0372      0.85018
ENSG00000157330    1   12771148   12833847     150       9  5744      -0.4268      0.66524
ENSG00000116726    1   12799984   12848049      80       7  5744     -0.37011      0.64435
ENSG00000162494    1   13791441   13875498     213      32  5744        1.011      0.15602
ENSG00000259961    1   13804715   13852765      98      22  5744      0.53901      0.29494
ENSG00000162493    1   13874960   13954452     196      33  5744      0.76347      0.22259
ENSG00000237445    1   13973806   14021405      61       8  5744      0.63714      0.26202
ENSG00000116731    1   13991693   14161574     270      22  5744      0.49075       0.3118
ENSG00000189337    1   14184287   15454539    2928     232  5744      0.85888       0.1952
ENSG00000231606    1   14538382   14665940     188      32  5744      0.60148      0.27376
ENSG00000234593    1   14655320   14781469     272      35  5744     -0.49066      0.68817
ENSG00000287756    1   15090965   15139223     107      16  5744       2.4944    0.0063077
ENSG00000175147    1   15428311   15515114     302      23  5744     -0.19012      0.57539
ENSG00000171729    1   15444028   15556974     436      30  5744     -0.48442      0.68596
ENSG00000204464    1   15480840   15532813     199      19  5744     -0.73947      0.77019
ENSG00000142621    1   15538768   15736779     486      43  5744      -1.3754      0.91549
ENSG00000233485    1   15643176   15705372      74      13  5744      -1.3207      0.90669
ENSG00000142634    1   15701384   15766835     115      14  5744     -0.71018       0.7612
ENSG00000228140    1   15719475   15770929      79      13  5744     -0.69861       0.7576
ENSG00000162438    1   15729938   15785737      78      14  5744     -0.96465      0.83264
ENSG00000142615    1   15748223   15808586      89      11  5744      -1.2143      0.88769
ENSG00000215704    1   15757404   15827890     132      16  5744      -1.7703      0.96166
ENSG00000132906    1   15807327   15888029     183       8  5744      -1.7511      0.96004
ENSG00000116138    1   15818308   15928874     256       7  5744       -1.614      0.94674
ENSG00000272510    1   15882106   15927451      99       6  5744      -1.6033      0.94556
ENSG00000116771    1   15888194   15946546     111       7  5744      -1.6463      0.95015
ENSG00000237301    1   15902631   15965121     116       7  5744      -1.5943      0.94456
ENSG00000197312    1   15908953   16005539     158       7  5744      -1.8184       0.9655
ENSG00000116786    1   15975815   16071264     160       8  5744      -1.7884      0.96314
ENSG00000271742    1   15999368   16044623      82       5  5744      -2.0711      0.98082
ENSG00000162461    1   16027753   16077887      96       8  5744      -1.2045       0.8858
ENSG00000237938    1   16036807   16098391     110      13  5744     -0.46955      0.68066
ENSG00000162458    1   16048102   16123089     112      16  5744     -0.34175      0.63373
ENSG00000224459    1   16056546   16111391      71      10  5744      0.15889      0.43688
ENSG00000233954    1   16123664   16170843     128      10  5744     -0.55526      0.71064
ENSG00000065526    1   16139202   16276951     210      16  5744     -0.83663       0.7986
ENSG00000179743    1   16150969   16209642      95      11  5744     -0.72093      0.76452
ENSG00000116809    1   16258364   16337627     181      16  5744      -1.7353      0.95865
ENSG00000183888    1   16295731   16345302     184      15  5744      -2.5393      0.99445
ENSG00000186510    1   16310370   16370545     204      15  5744      -2.4013      0.99183
ENSG00000173641    1   16330523   16381089     109       9  5744      -2.3539      0.99071
ENSG00000184908    1   16335231   16393803     108      10  5744      -2.2868       0.9889
ENSG00000185519    1   16374264   16435146     131      10  5744     -0.35461      0.63856
ENSG00000142627    1   16440832   16517564     136      15  5744     -0.31408      0.62327
ENSG00000224621    1   16450761   16498378      71      10  5744      -1.6493      0.95046
ENSG00000142632    1   16514349   16574147     132       9  5744      0.97092      0.16579
ENSG00000288398    1   16545169   16592830      61       5  5744      0.47345      0.31795
ENSG00000132881    1   16548187   16598678      73       5  5744      0.38601      0.34975
ENSG00000037637    1   16563335   16713975     212       8  5744     0.058718      0.47659
ENSG00000055070    1   16644070   16734640     135       9  5744      0.19189      0.42392
ENSG00000187144    1   16703612   16798919     139      18  5744      0.17901      0.42897
ENSG00000157191    1   16732216   16796573      85      12  5744    -0.095446      0.53802
ENSG00000226029    1   16752443   16804976      68       7  5744      0.13535      0.44617
ENSG00000282143    1   16948374   17004019       1       1  5744     -0.96849       0.8336
ENSG00000279151    1   16993041   17042089       6       1  5744      -1.5419      0.93845
ENSG00000058453    1   17031768   17309459      52       9  5744     -0.34821      0.63616
ENSG00000226526    1   17270421   17341586      99      13  5744      0.20837      0.41747
ENSG00000117122    1   17290997   17342127      79      10  5744      0.51886      0.30193
ENSG00000159363    1   17302453   17373423     148      13  5744     -0.23218       0.5918
ENSG00000117118    1   17335217   17415665     288      12  5744      -1.6229      0.94769
ENSG00000117115    1   17383256   17480946     303      16  5744      -2.2037      0.98623
ENSG00000204362    1   17481278   17534112     129       5  5744     -0.29968      0.61779
ENSG00000142623    1   17496623   17582502     239      21  5744     -0.97553      0.83535
ENSG00000142619    1   17540593   17620728     223      32  5744     -0.76292      0.77724
ENSG00000159339    1   17599690   17700499     331      18  5744     -0.45451      0.67527
ENSG00000179051    1   17723256   17801173     144      10  5744      0.48703      0.31312
ENSG00000074964    1   17831193   18034369     275      25  5744   0.00033957      0.49986
ENSG00000236648    1   18009120   18086473     142      11  5744       1.5277     0.063291
ENSG00000117148    1   18046828   18163558     188      17  5744       2.2093     0.013577
ENSG00000284653    1   18307206   18382106     197      22  5744     -0.14752      0.55864
ENSG00000261781    1   18357151   18410906     111      12  5744     -0.79502       0.7867
ENSG00000117154    1   18399292   18714977     653      83  5744     -0.11267      0.54485
ENSG00000230035    1   18483423   18540840     120      25  5744       1.0201      0.15383
ENSG00000225387    1   18677323   18725008     134      17  5744     -0.83691      0.79868
ENSG00000179023    1   18772476   18822620     160      21  5744       0.7861       0.2159
ENSG00000009709    1   18922340   19085360     253      33  5744     0.065234      0.47399
ENSG00000179002    1   19156093   19221176     103      15  5744     -0.23662      0.59353
ENSG00000159423    1   19187924   19264218      61      12  5744     -0.69232      0.75563
ENSG00000169991    1   19220774   19318170     194      16  5744      -1.1573      0.87643
ENSG00000272084    1   19388604   19437005      76       7  5744      -1.5808      0.94303
ENSG00000127481    1   19391004   19571760     248      15  5744       -1.367      0.91419
ENSG00000230424    1   19501995   19577198     112      11  5744     -0.72323      0.76523
ENSG00000127463    1   19532154   19613021     166      17  5744     -0.81864      0.79351
ENSG00000053372    1   19543299   19596622     127      13  5744       -0.818      0.79332
ENSG00000162482    1   19599067   19650264     104      17  5744      0.52104      0.30117
ENSG00000040487    1   19603820   19665794     143      20  5744     0.069099      0.47246
ENSG00000053371    1   19620459   19673640     135      17  5744    -0.035789      0.51427
ENSG00000077549    1   19655269   19847033     492      27  5744      -1.2195      0.88867
ENSG00000173436    1   19775897   19966315     415      32  5744      -1.2271      0.89011
ENSG00000158747    1   19888473   19994949     188      22  5744     -0.82373      0.79495
ENSG00000235185    1   19908296   19958326      67       9  5744     -0.41207      0.65985
ENSG00000158748    1   19956368   20017459     131      15  5744      -1.3693      0.91454
ENSG00000162542    1   19998706   20161438     304      34  5744       -1.074      0.85859
ENSG00000235434    1   20105860   20155995      42       8  5744    -0.080468      0.53207
ENSG00000169914    1   20173888   20249438     141      18  5744      -1.9064       0.9717
ENSG00000127472    1   20319672   20428404     248      27  5744     -0.75918      0.77613
ENSG00000117215    1   20428432   20481059      75      21  5744      -3.8348      0.99994
ENSG00000227066    1   20445664   20497061      62      12  5744      -3.3922      0.99965
ENSG00000162543    1   20477589   20532543      87      14  5744      -2.9826      0.99857
ENSG00000187980    1   20477746   20538917      91      15  5744      -2.6688      0.99619
ENSG00000225986    1   20500735   20547979      64       8  5744     -0.87957      0.81045
ENSG00000284710    1   20563511   20611498     154      13  5744     -0.88495      0.81191
ENSG00000158816    1   20582412   20691387     318      26  5744      -1.5791      0.94284
ENSG00000226664    1   20610704   20684680     195      21  5744      -1.1184       0.8683
ENSG00000236963    1   20677072   20792727     202      27  5744    -0.065175      0.52598
ENSG00000226487    1   20728797   20774746      94      15  5744      0.34653      0.36447
ENSG00000284743    1   20795272   20841890      63      13  5744     -0.60939      0.72887
ENSG00000162545    1   20798884   20847703      61      12  5744     -0.81617       0.7928
ENSG00000090432    1   20815941   20869644     102      11  5744     0.027436      0.48906
ENSG00000183114    1   20844066   20891513     121      16  5744     -0.23931      0.59457
ENSG00000158825    1   20880579   20955396     310      24  5744     -0.76786      0.77871
ENSG00000158828    1   20924951   20988004     184      14  5744      -1.2549      0.89524
ENSG00000117242    1   20959150   21013686      98      10  5744      -1.2996      0.90313
ENSG00000244038    1   20968260   21023037     106      16  5744      -1.1733      0.87966
ENSG00000117245    1   20980507   21079510     203      33  5744     -0.49838      0.69089
ENSG00000233069    1   21024373   21070445     110      16  5744     -0.13049      0.55191
ENSG00000189410    1   21036224   21094330     106      12  5744     -0.20721      0.58208
ENSG00000127483    1   21059172   21148816      94       7  5744     0.015418      0.49385
ENSG00000075151    1   21122785   21538381     408       8  5744      0.66901      0.25174
ENSG00000287192    1   21468547   21514657      49       3  5744       1.4716     0.070571
ENSG00000117298    1   21533740   21707065     380      36  5744      0.54468      0.29299
ENSG00000231105    1   21584783   21636367      76      14  5744       0.4084      0.34149
ENSG00000236009    1   21707391   21753985      20       3  5744     -0.21215        0.584
ENSG00000142794    1   21731621   21821498      61       6  5744      0.93683      0.17442
ENSG00000162551    1   21800890   21914903     299      30  5744     -0.16781      0.56664
ENSG00000233431    1   21877965   21927680     148      20  5744     0.053779      0.47856
ENSG00000076864    1   21912708   22030856     242      44  5744      0.59717       0.2752
ENSG00000090686    1   21994791   22145099     250      24  5744       1.2833     0.099697
ENSG00000187942    1   22103758   22161718     101      19  5744       1.4938     0.067611
ENSG00000142798    1   22138737   22298803     308      22  5744      0.51054      0.30483
ENSG00000219073    1   22268515   22335135      75       6  5744     -0.13095      0.55209
ENSG00000142789    1   22293150   22349035      23       3  5744      -1.5125       0.9348
ENSG00000218510    1   22316051   22367716     122      10  5744       1.0408      0.14897
ENSG00000070831    1   22317004   22437853     258      15  5744       1.1485      0.12537
ENSG00000228397    1   22340483   22387541     165      13  5744       1.0083      0.15665
ENSG00000285752    1   22344810   22414420     212      17  5744       1.1398      0.12719
ENSG00000230068    1   22350690   22400692     173      14  5744       1.1649      0.12204
ENSG00000162552    1   22433806   22505462     183      29  5744       1.3183     0.093696
ENSG00000285873    1   22434343   22493894     138      21  5744        1.233      0.10878
ENSG00000184677    1   22720331   22867650     201      20  5744      -1.3747      0.91538
ENSG00000237200    1   22808967   22856201      55       6  5744     -0.80345      0.78914
ENSG00000070886    1   22854982   22940088     154      25  5744      -3.3722      0.99963
ENSG00000173372    1   22928121   22976171     115      12  5744      -2.4102      0.99203
ENSG00000159189    1   22935126   22984603     120      12  5744      -1.7183      0.95713
ENSG00000173369    1   22944255   22998130     124      12  5744      -1.2877      0.90107
ENSG00000133216    1   23002332   23257993     377      43  5744       0.3895      0.34845
ENSG00000225952    1   23152206   23198342      53       7  5744       1.4089     0.079426
ENSG00000215906    1   23269536   23326831     101       9  5744      0.65239      0.25707
ENSG00000004487    1   23310936   23420182      98       5  5744      0.91938      0.17895
ENSG00000227868    1   23327327   23377345      40       4  5744      0.92129      0.17845
ENSG00000240553    1   23336640   23449551      97       7  5744       1.1367      0.12784
ENSG00000169641    1   23400516   23539301     212      12  5744       1.0429      0.14849
ENSG00000179546    1   23508388   23556222     131       8  5744      0.69475      0.24361
ENSG00000284726    1   23589290   23639359      31       4  5744      0.89164      0.18629
ENSG00000261326    1   23597800   23648981      30       3  5744      0.82772      0.20392
