GENE             CHR     START      STOP  NSNPS  NPARAM     N        ZSTAT            P
ENSG00000225298   21  29059698  29133552     70       5  6379       -1.796      0.96375
ENSG00000234083   21  29292240  29367614      2       1  6379       1.2723      0.10164
ENSG00000178457   21  29350682  29405552      1       1  6379     -0.29656       0.6166
ENSG00000232079   21  29385723  29519930     38       7  6379       1.0274      0.15212
ENSG00000236532   21  29478413  29635986     55      13  6379      0.40029      0.34447
ENSG00000232855   21  29691057  30082170    123      27  6379      0.16369      0.43499
ENSG00000278903   21  30225415  30270465     13       4  6379      -1.5391      0.93811
ENSG00000156239   21  30234513  30292693     24       4  6379     -0.42775      0.66558
ENSG00000198862   21  30290466  30400277     27       6  6379     -0.62627      0.73443
ENSG00000156256   21  30361950  30436809     15       5  6379       -1.655      0.95104
ENSG00000156253   21  30366705  30426681     13       4  6379       -1.767      0.96138
ENSG00000273254   21  30386576  30432211      7       3  6379      -1.1846      0.88192
ENSG00000286018   21  30400767  30446689      5       3  6379     -0.97666      0.83563
ENSG00000156265   21  30414792  30558210     53      13  6379      -1.5131      0.93488
ENSG00000156261   21  30418126  30481118     15       5  6379      -1.9906      0.97674
ENSG00000231125   21  30420394  30467416     11       4  6379      -1.8084      0.96473
ENSG00000215533   21  30530801  30670526     43       9  6379     -0.77387       0.7805
ENSG00000156273   21  30531392  31013071    200      35  6379     -0.51822      0.69785
ENSG00000224649   21  30544348  30595116     22       5  6379    -0.017939      0.50716
ENSG00000248476   21  30688955  30744215      9       4  6379      0.08481      0.46621
ENSG00000273017   21  30696323  30741774      7       4  6379      0.49501       0.3103
ENSG00000228817   21  30707818  30756029     11       5  6379     -0.17498      0.56945
ENSG00000232118   21  30732340  30783659     20       3  6379      -1.0391      0.85061
ENSG00000234293   21  30833367  30882706     19       5  6379       1.2231      0.11065
ENSG00000171189   21  30899254  31347351    269      19  6379        1.013      0.15552
ENSG00000273464   21  30994726  31040151     40       6  6379      0.36324      0.35821
ENSG00000174680   21  31085494  31146321     74       6  6379       1.0777      0.14058
ENSG00000259981   21  31427035  31480154     14       4  6379      -1.1779      0.88058
ENSG00000156284   21  31576324  31623415     19       3  6379     0.082968      0.46694
ENSG00000244362   21  31923194  31968633      9       2  6379    -0.075635      0.53015
ENSG00000206102   21  32400478  32445795     17       2  6379      0.31911      0.37482
ENSG00000156299   21  32480734  32967290    223      43  6379      0.25893      0.39785
ENSG00000286643   21  32685051  32741472     38       5  6379     0.034595       0.4862
ENSG00000237594   21  32896558  32942800     37       7  6379     0.065021      0.47408
ENSG00000142168   21  32996935  33051244     36       3  6379      -1.6048      0.94573
ENSG00000234509   21  33015906  33066813     26       3  6379      -1.5704      0.94184
ENSG00000273271   21  33029041  33074560     22       3  6379      -1.7873      0.96305
ENSG00000156304   21  33033313  33139431     75       6  6379      -1.9661      0.97536
ENSG00000273091   21  33073045  33118720     43       4  6379      -1.8493      0.96779
ENSG00000142149   21  33210333  33426946    167      44  6379       1.6265     0.051918
ENSG00000230323   21  33442629  33605125     94      20  6379      -1.7361      0.95872
ENSG00000227256   21  33615174  33663299     19       6  6379      -1.0024      0.84192
ENSG00000261610   21  33622115  33668896     22       7  6379      -1.0567      0.85467
ENSG00000170262   21  33629124  33697095     17       6  6379     -0.91962      0.82111
ENSG00000159055   21  33630539  33686360     17       6  6379     -0.91962      0.82111
ENSG00000232623   21  33668775  33716048      4       2  6379     -0.89926      0.81574
ENSG00000142207   21  33673329  33800321     24       6  6379      -1.3802      0.91624
ENSG00000256073   21  33730439  33776269      9       3  6379      -1.0987      0.86406
ENSG00000166979   21  33749314  33897707     70      16  6379      -1.2037      0.88565
ENSG00000242220   21  33934548  33994683     38       9  6379     -0.50525      0.69331
ENSG00000159079   21  33954389  34019913     43      10  6379     -0.60334      0.72686
ENSG00000159082   21  33991069  34135359     60      16  6379      -1.1158      0.86774
ENSG00000238197   21  34065408  34129376     32      10  6379       -1.126      0.86992
ENSG00000159086   21  34096210  34179103     45      13  6379      -1.0266      0.84771
ENSG00000205930   21  34109411  34337744    110      29  6379    -0.011642      0.50464
ENSG00000205929   21  34152984  34221053     32      10  6379      -1.0389      0.85058
ENSG00000232360   21  34206677  34257244     27       7  6379    -0.072272      0.52881
ENSG00000227757   21  34275957  34478410    103      41  6379      0.14397      0.44276
ENSG00000228961   21  34296196  34342874     23      11  6379      0.48847      0.31261
ENSG00000205927   21  34363243  34411504     26      11  6379     -0.62275      0.73327
ENSG00000232539   21  34395135  34447289     21      10  6379       0.9233      0.17793
ENSG00000184221   21  34407447  34454719     17       8  6379       1.2524      0.10522
ENSG00000226433   21  34489920  34541416     35      13  6379      -1.4134      0.92123
ENSG00000229086   21  34527115  34577954     49      17  6379      -2.4639      0.99313
ENSG00000159110   21  34567206  34647980     53       8  6379      -1.5722      0.94205
ENSG00000243646   21  34603672  34692492      8       4  6379       0.2559      0.39901
ENSG00000223799   21  34626178  34673565      2       1  6379     -0.70824       0.7606
ENSG00000142166   21  34661734  34742170     11       5  6379      0.56512        0.286
ENSG00000159128   21  34740202  34861655     37      15  6379       0.8677      0.19278
ENSG00000142188   21  34794792  34887281     35      12  6379      0.63761      0.26187
ENSG00000231355   21  34844806  34891565     17       7  6379    -0.038375      0.51531
ENSG00000177692   21  34847837  34899027     16       7  6379      0.27114      0.39314
ENSG00000159131   21  34866238  34950797     19       9  6379       1.3881     0.082552
ENSG00000159140   21  34880344  34959820     15       9  6379       1.8554      0.03177
ENSG00000159147   21  34921848  34996012     14       7  6379       1.3275     0.092179
ENSG00000205758   21  34951647  35051232     19       9  6379     0.018167      0.49275
ENSG00000205726   21  34979706  35282165     98      35  6379      -1.4152       0.9215
ENSG00000237945   21  35252838  35359992     50      11  6379      -1.2422      0.89293
ENSG00000241837   21  35265757  35323118     26       7  6379     -0.85003      0.80235
ENSG00000273102   21  35329403  35375874     22       6  6379      -1.9405      0.97384
ENSG00000243927   21  35410524  35525334     25       9  6379      0.24095       0.4048
ENSG00000198743   21  35410878  35488559     13       5  6379      0.11435      0.45448
ENSG00000227456   21  35495024  35572545     26      14  6379      0.57432      0.28287
ENSG00000214955   21  35542356  35707334    108      28  6379     -0.63901      0.73859
ENSG00000159197   21  35701323  35753688     22       6  6379      -1.4937      0.93237
ENSG00000205670   21  35712779  35799259     38       3  6379      -1.0587      0.85513
ENSG00000273590   21  35712790  35790163     38       3  6379      -1.0587      0.85513
ENSG00000225555   21  35715398  35782663     35       3  6379      -0.8944      0.81444
ENSG00000273104   21  35749498  35794885     24       1  6379     -0.34254      0.63403
ENSG00000277277   21  35761706  35808413     13       1  6379     -0.41056       0.6593
ENSG00000272958   21  35762806  35808315      8       1  6379     -0.40839      0.65851
ENSG00000278961   21  35776792  35831264      5       3  6379       -0.505      0.69322
ENSG00000276289   21  35808986  35867236     28       6  6379      -1.3902      0.91776
ENSG00000180509   21  35808986  35919508     58      12  6379      -1.1626      0.87751
ENSG00000159200   21  35875440  36022412     78      24  6379      -1.2026      0.88544
ENSG00000159212   21  36006688  36100525     38      17  6379      -2.0222      0.97842
ENSG00000234380   21  36083054  36167183     24       9  6379      -1.2018      0.88528
ENSG00000159216   21  36150098  37411965    494      51  6379     -0.52474      0.70012
ENSG00000286153   21  36173583  36267179      8       4  6379       0.1342      0.44662
ENSG00000231106   21  37342636  37390136     33       8  6379      -1.5538      0.93989
ENSG00000185917   21  37396839  37486687     60      11  6379     -0.25702      0.60142
ENSG00000236677   21  37397730  37446706     35       7  6379     -0.23791      0.59403
ENSG00000159228   21  37407239  37455464     33       7  6379      0.39295      0.34718
ENSG00000236119   21  37420157  37472712     31       7  6379      0.33257      0.36973
ENSG00000230212   21  37431940  37533938     57      10  6379     -0.13716      0.55455
ENSG00000233393   21  37442179  37491988     27       6  6379     -0.23547      0.59308
ENSG00000159231   21  37472377  37528860     30       6  6379     -0.53753      0.70455
ENSG00000236830   21  37494065  37583113     44       8  6379      0.34614      0.36462
ENSG00000142197   21  37494080  37676572    115      20  6379      0.88655      0.18766
ENSG00000159256   21  37657487  37768446    161       6  6379      -1.8619      0.96869
ENSG00000273199   21  37682090  37727968     64       3  6379      -1.6277      0.94821
ENSG00000228107   21  37697928  37744338     76       2  6379      -1.4952      0.93257
ENSG00000159259   21  37722690  37801313    131       5  6379      -1.3063      0.90428
ENSG00000230479   21  37767658  37863368    131      18  6379     -0.87358      0.80883
ENSG00000233818   21  37783029  37914706    123      19  6379     -0.84182      0.80006
ENSG00000159261   21  37822919  37983867     91      22  6379     -0.87354      0.80882
ENSG00000286852   21  37917470  37963527     15       4  6379     -0.56531      0.71407
ENSG00000231324   21  37994979  38044331     18       4  6379       1.6257     0.052008
ENSG00000159263   21  38036415  38132218      8       4  6379      0.27263      0.39257
ENSG00000159267   21  38113189  38397536    139      29  6379     -0.34926      0.63655
ENSG00000237646   21  38166285  38213585     38       9  6379       1.0014      0.15832
ENSG00000224790   21  38303761  38357464     17       4  6379      -1.4375      0.92471
ENSG00000183145   21  38343450  38401962     45       7  6379      -2.2248      0.98695
ENSG00000182670   21  38410526  38585413     53       8  6379      -1.0099      0.84374
ENSG00000185808   21  38421470  38480470      6       2  6379     -0.36493      0.64242
ENSG00000270116   21  38438114  38483643      3       1  6379      -1.2982      0.90289
ENSG00000230366   21  38545804  38604037     28       4  6379      -1.0843      0.86089
ENSG00000228677   21  38549967  38601227     22       4  6379     -0.94415      0.82745
ENSG00000242553   21  38558720  38620045     32       5  6379     -0.37332      0.64555
ENSG00000157538   21  38585721  38675220     30       8  6379       1.1147      0.13248
ENSG00000272948   21  38605085  38650798     12       5  6379       1.3101     0.095078
ENSG00000287637   21  38699684  38774160     47       6  6379     -0.80935      0.79084
ENSG00000157540   21  38702875  38908660     88      10  6379     -0.65898      0.74505
ENSG00000273210   21  38727779  38773234     41       6  6379     -0.85738      0.80438
ENSG00000286717   21  38931279  39043798     50      10  6379     -0.45546      0.67561
ENSG00000157542   21  38969675  39528439    233      63  6379     0.045952      0.48167
ENSG00000233213   21  39079405  39126872     33       8  6379      0.39215      0.34747
ENSG00000198054   21  39458545  39538605     35       6  6379       1.2979     0.097166
ENSG00000157551   21  39492643  39689279     59       6  6379       1.1011      0.13542
ENSG00000157554   21  39741949  40068704    128      29  6379     -0.78391      0.78345
ENSG00000287470   21  39840486  39925260     34      15  6379     -0.48773      0.68713
ENSG00000223806   21  40095814  40154384      4       2  6379      -1.7056      0.95596
ENSG00000157557   21  40142107  40206879     16       3  6379      -1.2899      0.90146
ENSG00000205622   21  40174802  40363392     58      19  6379      -1.0926      0.86272
ENSG00000229925   21  40225696  40285829     11       5  6379        -0.94      0.82639
ENSG00000232837   21  40336355  40384700     20      10  6379       0.1485      0.44097
ENSG00000235888   21  40350495  40469820     49      17  6379     0.078778       0.4686
ENSG00000237609   21  40390461  40436053     23       6  6379     0.081922      0.46735
ENSG00000272991   21  40521395  40566825     25       7  6379     -0.64785      0.74146
ENSG00000183527   21  40536695  40590414     17       7  6379     -0.69358      0.75603
ENSG00000185658   21  40546102  40728485     69      10  6379    -0.053895      0.52149
ENSG00000237373   21  40579019  40626731     17       3  6379     -0.44108      0.67042
ENSG00000255568   21  40650861  40696888     21       4  6379      -0.0279      0.51113
ENSG00000238141   21  40652633  40705144     25       5  6379      0.15854      0.43701
ENSG00000205581   21  40704241  40756573     26       8  6379      -2.0397      0.97931
ENSG00000182093   21  40714624  40810454     41      10  6379     -0.98367      0.83736
ENSG00000157578   21  40767770  40852731     61       7  6379      0.31362       0.3769
ENSG00000185437   21  40782781  40897433    159      10  6379     -0.78554      0.78393
ENSG00000183778   21  40893369  41055064    132      22  6379    -0.019527      0.50779
ENSG00000184809   21  40959074  41019837     35      10  6379    -0.078465      0.53127
ENSG00000225330   21  40967198  41108012     53      13  6379      -1.3215      0.90683
ENSG00000231713   21  41064682  41112607     17       2  6379     -0.23666      0.59354
ENSG00000183067   21  41082334  41184023     56      10  6379       1.0638       0.1437
ENSG00000183036   21  41204364  41311322     90       7  6379      0.45229      0.32553
ENSG00000171587   21  41372926  42254084    439      93  6379     -0.28043      0.61043
ENSG00000235123   21  41720010  41767285     20       3  6379      -1.0454      0.85207
ENSG00000233756   21  41977304  42037693     30      10  6379     -0.98926      0.83873
ENSG00000288069   21  42073244  42136814     41      10  6379     0.071513      0.47149
ENSG00000286425   21  42369170  42444288     33      12  6379       1.1501      0.12504
ENSG00000226496   21  42503420  42555125     10       5  6379      -1.6811      0.95363
ENSG00000182240   21  42504728  42664457     92      30  6379      -0.5979      0.72505
ENSG00000280109   21  42537158  42593715     17       8  6379     -0.59432      0.72385
ENSG00000183844   21  42641139  42739654     97      22  6379      0.85417       0.1965
ENSG00000183486   21  42698926  42791320     56      24  6379       1.5027     0.066462
ENSG00000157601   21  42757231  42841141     47      15  6379     -0.09882      0.53936
ENSG00000228318   21  42802983  42852635     27      10  6379     -0.25991      0.60253
ENSG00000184012   21  42826232  42938043     55      17  6379      -1.1255      0.86982
ENSG00000236384   21  43121680  43170935     45      12  6379       -1.092      0.86257
ENSG00000183421   21  43149529  43222249     73      17  6379      -1.7785      0.96234
ENSG00000141956   21  43208385  43334591    147      27  6379      -2.0331      0.97898
ENSG00000227698   21  43284865  43332722     47      14  6379      -1.5394      0.93815
ENSG00000157617   21  43295221  43409127     90      22  6379      -1.2974      0.90276
ENSG00000237232   21  43394303  43485239    108      23  6379     -0.79249      0.78596
ENSG00000173276   21  43396940  43465496     67      18  6379      -1.2659      0.89722
ENSG00000177398   21  43448068  43573563    187      39  6379      0.52436      0.30001
ENSG00000184385   21  43512244  43563644     74      18  6379      0.49639      0.30981
ENSG00000160179   21  43584799  43727354    133      12  6379       1.1252      0.13026
ENSG00000160180   21  43721777  43770761     27       9  6379       1.0531      0.14615
ENSG00000160183   21  43781946  43851200     69      13  6379     -0.57436      0.71714
ENSG00000160185   21  43788556  43877794     79      13  6379     -0.29473       0.6159
ENSG00000160190   21  43881118  44011550    141      10  6379      0.32544      0.37243
ENSG00000160188   21  43882596  43951356     53       9  6379       0.7238       0.2346
ENSG00000235772   21  43970484  44017044     80       4  6379     0.070542      0.47188
ENSG00000160191   21  44038731  44205619     71      14  6379     -0.39421      0.65329
ENSG00000235023   21  44058381  44106354     35       6  6379     -0.49972      0.69136
ENSG00000225731   21  44143704  44196868     10       5  6379    0.0021408      0.49915
ENSG00000283051   21  44187929  44235104     47       7  6379     -0.65258      0.74299
ENSG00000225218   21  44241150  44291587     58       4  6379     -0.18371      0.57288
ENSG00000160193   21  44253204  44334678     78       8  6379     -0.31155      0.62231
ENSG00000160194   21  44264754  44343414     73       9  6379     -0.54408      0.70681
ENSG00000233056   21  44326913  44380756     50      10  6379     -0.71909      0.76396
ENSG00000160199   21  44359620  44464041     80      10  6379       1.5423       0.0615
ENSG00000274276   21  44463301  44531472     30      11  6379        1.412     0.078976
ENSG00000160200   21  44463301  44532053     30      11  6379        1.412     0.078976
ENSG00000286549   21  44493052  44598756     35      10  6379       2.1001     0.017861
ENSG00000275895   21  44503066  44562693     13       5  6379       2.4533    0.0070773
ENSG00000160201   21  44503066  44562697     13       5  6379       2.4533    0.0070773
ENSG00000237989   21  44768027  44817229     25       8  6379      0.12136       0.4517
ENSG00000142178   21  44824363  44882011     46       9  6379       2.3569    0.0092152
ENSG00000275993   21  44824363  44882011     46       9  6379       2.3569    0.0092152
ENSG00000280095   21  44865562  44911954     25       3  6379       2.4984    0.0062372
ENSG00000280191   21  44871840  44933103     30       2  6379       2.4493    0.0071565
ENSG00000185186   21  44871840  44934414     31       2  6379       2.4445    0.0072527
ENSG00000160207   21  44939066  45114369     56       1  6379       1.9925     0.023158
ENSG00000160208   21  45044441  45125960     13       1  6379       1.7168     0.043007
ENSG00000160209   21  45103975  45192188     42      11  6379     -0.13052      0.55192
ENSG00000287507   21  45153201  45201547     37      10  6379     -0.98493      0.83767
ENSG00000160214   21  45174394  45235174     55       8  6379     -0.16101      0.56396
ENSG00000160213   21  45182392  45231326     46       7  6379     -0.16892      0.56707
ENSG00000215458   21  45215639  45267448     48       5  6379     -0.19923      0.57896
ENSG00000160216   21  45250104  45417473     73      20  6379      0.61576      0.26903
ENSG00000160218   21  45397190  45536433     33       9  6379      0.82741        0.204
ENSG00000280433   21  45481461  45536433     11       4  6379      0.50344      0.30733
ENSG00000241945   21  45492254  45561063      9       3  6379       0.3258      0.37229
ENSG00000275464   21  45492280  45561063      9       3  6379       0.3258      0.37229
ENSG00000160221   21  45518492  45639997     31      10  6379     -0.14268      0.55673
ENSG00000280071   21  45518521  45612558     12       7  6379     -0.26196      0.60333
ENSG00000237604   21  45560372  45606336      3       2  6379      0.87823      0.18991
ENSG00000225331   21  45568623  45614959      7       4  6379     -0.65058      0.74234
ENSG00000285413   21  45582052  45649221     29       9  6379     -0.09985      0.53977
ENSG00000279687   21  45583987  45643568     27       8  6379    -0.055361      0.52207
ENSG00000232124   21  45610485  45662282     29       9  6379     -0.13993      0.55564
ENSG00000278158   21  45626730  45671964     32      10  6379      0.17454      0.43072
ENSG00000160223   21  45626897  45695849     49      17  6379     -0.21031      0.58329
ENSG00000275799   21  45629428  45674876     35      12  6379     0.037158      0.48518
ENSG00000277117   21  45632880  45695887     43      17  6379     -0.24149      0.59541
ENSG00000232010   21  45635696  45681403     28      12  6379     -0.47915      0.68408
ENSG00000142182   21  45656222  45717099     38      14  6379      0.12345      0.45087
ENSG00000160224   21  45670721  45728531     38      14  6379     -0.42669       0.6652
ENSG00000141959   21  45684934  45757259     31      11  6379     -0.22966      0.59082
ENSG00000184441   21  45716117  45765734     14       4  6379     -0.23659      0.59351
ENSG00000232969   21  45724259  45770353     10       3  6379     0.034103       0.4864
ENSG00000142185   21  45735046  45872964      7       3  6379      0.14387       0.4428
ENSG00000241728   21  45738827  45785104      6       3  6379      0.26248      0.39647
ENSG00000160226   21  45738827  45794285      6       3  6379      0.26248      0.39647
ENSG00000260256   21  45757650  45803178      5       2  6379     -0.42594      0.66493
ENSG00000175894   21  45907776  46166487     79       6  6379      -1.4983      0.93297
ENSG00000215454   21  45958601  46068201      6       3  6379      -1.1089      0.86626
ENSG00000212935   21  45967673  46013678      3       2  6379     -0.73774      0.76966
ENSG00000184787   21  46178495  46256741     39       4  6379      0.81145      0.20855
ENSG00000236519   21  46187492  46234632     23       3  6379      0.92585      0.17726
ENSG00000184900   21  46215532  46273694     26       4  6379      0.40315      0.34342
ENSG00000183255   21  46259500  46328818     16       6  6379     -0.56084      0.71255
ENSG00000160255   21  46295868  46386904      6       2  6379     -0.97076      0.83417
ENSG00000227039   21  46305966  46359593      6       2  6379     -0.97076      0.83417
ENSG00000272825   21  46321218  46366869      6       2  6379     -0.97076      0.83417
ENSG00000160256   21  46324927  46406904      6       3  6379     -0.32787      0.62849
ENSG00000183250   21  46342729  46394852      1       1  6379       1.1321       0.1288
ENSG00000276529   21  46363747  46409189      1       1  6379       1.1321       0.1288
ENSG00000261706   21  46404277  46450100      7       3  6379      -1.4324      0.92399
ENSG00000275874   21  46409122  46459642     11       5  6379      -1.8778       0.9698
ENSG00000197381   21  46458768  46656475     99      19  6379      -1.4188      0.92203
ENSG00000182586   21  46619223  46694463     44      10  6379      0.68932      0.24531
ENSG00000223768   21  46672965  46727721     29       7  6379      0.85674      0.19579
ENSG00000186866   21  46673843  46742813     28       6  6379      0.87279      0.19139
ENSG00000286262   21  46684844  46732879     18       5  6379      0.59924      0.27451
ENSG00000184274   21  46710160  46760172      4       2  6379      0.32193      0.37375
ENSG00000229382   21  46721622  46768580      3       2  6379      0.79794      0.21245
ENSG00000237664   21  46748505  46796905     25       7  6379      -0.8767      0.80968
ENSG00000182871   21  46790080  46943634    114       9  6379       1.1803      0.11894
ENSG00000273796   21  46813724  46859284     35       3  6379      0.77376      0.21954
ENSG00000183535   21  46829631  46879985     63       2  6379       1.0602      0.14453
ENSG00000173638   21  46903486  47028279     29       9  6379       1.3225     0.092998
ENSG00000233922   21  46978568  47033002      6       1  6379    -0.071437      0.52847
ENSG00000286594   21  46992300  47039108      5       1  6379    -0.028679      0.51144
ENSG00000286082   21  47006278  47080589      2       1  6379     -0.33381      0.63074
ENSG00000183570   21  47028608  47372368     30       7  6379     -0.22393      0.58859
ENSG00000275139   21  47169718  47218672      4       2  6379       1.0735      0.14152
ENSG00000205424   21  47237875  47292901      7       2  6379      -1.0389      0.85058
ENSG00000276633   21  47255768  47303259      8       3  6379     -0.31668      0.62426
ENSG00000286886   21  47271744  47343552     11       4  6379     -0.20933       0.5829
ENSG00000280604   21  47299210  47349397      6       3  6379     -0.27111      0.60685
ENSG00000274248   21  47359403  47404867     11       4  6379     -0.56453       0.7138
ENSG00000142156   21  47366651  47434964     13       5  6379     -0.70153      0.75851
ENSG00000142173   21  47483011  47562763     52      11  6379     -0.34991       0.6368
ENSG00000160282   21  47546176  47610493     41       8  6379     -0.57679      0.71796
ENSG00000228404   21  47569993  47618855     27       5  6379     -0.24391      0.59635
ENSG00000160284   21  47571062  47639390     39       7  6379     0.090624       0.4639
ENSG00000160285   21  47598055  47683738     47       9  6379      0.57383      0.28304
ENSG00000223901   21  47605183  47655278     32       6  6379      0.80403      0.21069
ENSG00000215424   21  47614110  47689304     37       6  6379      0.92692      0.17698
